InvoiceDate,Description,Quantity,Revenue,lag_1,lag_2,lag_3,Year,Month,last_transaction,Unique_Customers,Average_Product_Sales,Product_ID
2010-09,12 PENCILS SMALL TUBE RED SPOTTY,647,420.55,480.0,444.0,602.0,2010,9,38,35,375.77777777777777,24
2010-10,12 PENCILS SMALL TUBE RED SPOTTY,201,125.25000000000001,647.0,480.0,444.0,2010,10,8,7,375.77777777777777,24
2010-11,12 PENCILS SMALL TUBE RED SPOTTY,24,15.600000000000001,201.0,647.0,480.0,2010,11,1,1,375.77777777777777,24
2010-03,12 PENCILS SMALL TUBE SKULL,419,267.55,260.0,251.0,270.0,2010,3,36,33,384.9,25
2010-04,12 PENCILS SMALL TUBE SKULL,224,145.60000000000002,419.0,260.0,251.0,2010,4,19,18,384.9,25
2010-05,12 PENCILS SMALL TUBE SKULL,271,176.15,224.0,419.0,260.0,2010,5,23,19,384.9,25
2010-06,12 PENCILS SMALL TUBE SKULL,363,235.95000000000002,271.0,224.0,419.0,2010,6,33,30,384.9,25
2010-07,12 PENCILS SMALL TUBE SKULL,262,170.3,363.0,271.0,224.0,2010,7,26,23,384.9,25
2010-08,12 PENCILS SMALL TUBE SKULL,233,151.45000000000002,262.0,363.0,271.0,2010,8,19,18,384.9,25
2010-09,12 PENCILS SMALL TUBE SKULL,393,255.45000000000002,233.0,262.0,363.0,2010,9,29,25,384.9,25
2010-10,12 PENCILS SMALL TUBE SKULL,503,326.95000000000005,393.0,233.0,262.0,2010,10,56,49,384.9,25
2010-11,12 PENCILS SMALL TUBE SKULL,958,611.9000000000001,503.0,393.0,233.0,2010,11,94,72,384.9,25
2010-12,12 PENCILS SMALL TUBE SKULL,223,144.95000000000002,958.0,503.0,393.0,2010,12,21,19,384.9,25
2010-03,12 PENCILS TALL TUBE POSY,27,19.439999999999998,59.0,93.0,325.0,2010,3,1,1,26.444444444444443,26
2010-05,12 PENCILS TALL TUBE POSY,24,20.4,27.0,59.0,93.0,2010,5,1,1,26.444444444444443,26
2010-06,12 PENCILS TALL TUBE POSY,29,24.65,24.0,27.0,59.0,2010,6,4,3,26.444444444444443,26
2010-07,12 PENCILS TALL TUBE POSY,19,16.15,29.0,24.0,27.0,2010,7,3,3,26.444444444444443,26
2010-08,12 PENCILS TALL TUBE POSY,18,15.299999999999999,19.0,29.0,24.0,2010,8,2,2,26.444444444444443,26
2010-09,12 PENCILS TALL TUBE POSY,36,30.599999999999998,18.0,19.0,29.0,2010,9,2,2,26.444444444444443,26
2010-10,12 PENCILS TALL TUBE POSY,7,5.95,36.0,18.0,19.0,2010,10,5,4,26.444444444444443,26
2010-11,12 PENCILS TALL TUBE POSY,70,59.5,7.0,36.0,18.0,2010,11,16,15,26.444444444444443,26
2010-12,12 PENCILS TALL TUBE POSY,8,6.8,70.0,7.0,36.0,2010,12,3,3,26.444444444444443,26
2010-12,12 PENCILS TALL TUBE RED RETROSPOT,46,39.1,568.0,339.0,71.0,2010,12,9,8,46.0,27
2010-03,12 PENCILS TALL TUBE RED SPOTTY,185,157.25,160.0,123.0,405.0,2010,3,19,19,140.66666666666666,28
2010-04,12 PENCILS TALL TUBE RED SPOTTY,133,113.05,185.0,160.0,123.0,2010,4,18,18,140.66666666666666,28
2010-05,12 PENCILS TALL TUBE RED SPOTTY,216,183.6,133.0,185.0,160.0,2010,5,22,22,140.66666666666666,28
2010-06,12 PENCILS TALL TUBE RED SPOTTY,127,107.94999999999999,216.0,133.0,185.0,2010,6,18,17,140.66666666666666,28
2010-07,12 PENCILS TALL TUBE RED SPOTTY,153,130.04999999999998,127.0,216.0,133.0,2010,7,17,17,140.66666666666666,28
2010-08,12 PENCILS TALL TUBE RED SPOTTY,175,148.75,153.0,127.0,216.0,2010,8,20,20,140.66666666666666,28
2010-09,12 PENCILS TALL TUBE RED SPOTTY,193,160.54,175.0,153.0,127.0,2010,9,21,20,140.66666666666666,28
2010-10,12 PENCILS TALL TUBE RED SPOTTY,72,61.199999999999996,193.0,175.0,153.0,2010,10,5,5,140.66666666666666,28
2010-11,12 PENCILS TALL TUBE RED SPOTTY,12,10.2,72.0,193.0,175.0,2010,11,1,1,140.66666666666666,28
2010-03,12 PENCILS TALL TUBE SKULLS,205,169.57,124.0,61.0,444.0,2010,3,22,20,180.6,29
2010-04,12 PENCILS TALL TUBE SKULLS,110,93.5,205.0,124.0,61.0,2010,4,16,16,180.6,29
2010-05,12 PENCILS TALL TUBE SKULLS,213,181.04999999999998,110.0,205.0,124.0,2010,5,20,20,180.6,29
2010-06,12 PENCILS TALL TUBE SKULLS,77,65.44999999999999,213.0,110.0,205.0,2010,6,9,9,180.6,29
2010-07,12 PENCILS TALL TUBE SKULLS,113,96.05,77.0,213.0,110.0,2010,7,16,16,180.6,29
2010-08,12 PENCILS TALL TUBE SKULLS,137,116.44999999999999,113.0,77.0,213.0,2010,8,20,19,180.6,29
2010-09,12 PENCILS TALL TUBE SKULLS,192,163.2,137.0,113.0,77.0,2010,9,20,18,180.6,29
2010-10,12 PENCILS TALL TUBE SKULLS,321,272.84999999999997,192.0,137.0,113.0,2010,10,36,33,180.6,29
2010-11,12 PENCILS TALL TUBE SKULLS,374,317.9,321.0,192.0,137.0,2010,11,46,41,180.6,29
2010-12,12 PENCILS TALL TUBE SKULLS,64,54.39999999999999,374.0,321.0,192.0,2010,12,11,10,180.6,29
2010-03,12 PENCILS TALL TUBE WOODLAND,223,189.54999999999998,214.0,120.0,242.0,2010,3,21,21,146.4,30
2010-04,12 PENCILS TALL TUBE WOODLAND,136,115.6,223.0,214.0,120.0,2010,4,11,10,146.4,30
2010-05,12 PENCILS TALL TUBE WOODLAND,85,72.25,136.0,223.0,214.0,2010,5,10,10,146.4,30
2010-06,12 PENCILS TALL TUBE WOODLAND,77,65.45,85.0,136.0,223.0,2010,6,11,11,146.4,30
2010-07,12 PENCILS TALL TUBE WOODLAND,95,80.75,77.0,85.0,136.0,2010,7,10,10,146.4,30
2010-08,12 PENCILS TALL TUBE WOODLAND,168,142.79999999999998,95.0,77.0,85.0,2010,8,21,19,146.4,30
2010-09,12 PENCILS TALL TUBE WOODLAND,156,129.09,168.0,95.0,77.0,2010,9,15,15,146.4,30
2010-10,12 PENCILS TALL TUBE WOODLAND,270,229.49999999999997,156.0,168.0,95.0,2010,10,36,35,146.4,30
2010-11,12 PENCILS TALL TUBE WOODLAND,202,171.7,270.0,156.0,168.0,2010,11,26,26,146.4,30
2010-12,12 PENCILS TALL TUBE WOODLAND,52,44.2,202.0,270.0,156.0,2010,12,9,9,146.4,30
2010-03,12 PINK ROSE PEG PLACE SETTINGS,91,111.47,31.0,27.0,37.0,2010,3,8,8,69.7,31
2010-04,12 PINK ROSE PEG PLACE SETTINGS,99,119.19,91.0,31.0,27.0,2010,4,6,6,69.7,31
2010-05,12 PINK ROSE PEG PLACE SETTINGS,78,97.5,99.0,91.0,31.0,2010,5,9,9,69.7,31
2010-06,12 PINK ROSE PEG PLACE SETTINGS,96,114.87,78.0,99.0,91.0,2010,6,15,15,69.7,31
2010-07,12 PINK ROSE PEG PLACE SETTINGS,113,141.25,96.0,78.0,99.0,2010,7,12,12,69.7,31
2010-08,12 PINK ROSE PEG PLACE SETTINGS,113,141.25,113.0,96.0,78.0,2010,8,10,10,69.7,31
2010-09,12 PINK ROSE PEG PLACE SETTINGS,27,33.75,113.0,113.0,96.0,2010,9,5,5,69.7,31
2010-10,12 PINK ROSE PEG PLACE SETTINGS,30,37.5,27.0,113.0,113.0,2010,10,6,6,69.7,31
2010-11,12 PINK ROSE PEG PLACE SETTINGS,34,42.5,30.0,27.0,113.0,2010,11,5,5,69.7,31
2010-12,12 PINK ROSE PEG PLACE SETTINGS,16,20.0,34.0,30.0,27.0,2010,12,2,2,69.7,31
2010-03,12 RED ROSE PEG PLACE SETTINGS,62,75.22,4.0,57.0,52.0,2010,3,7,7,61.2,32
2010-04,12 RED ROSE PEG PLACE SETTINGS,56,65.44,62.0,4.0,57.0,2010,4,7,5,61.2,32
2010-05,12 RED ROSE PEG PLACE SETTINGS,115,141.47,56.0,62.0,4.0,2010,5,9,9,61.2,32
2010-06,12 RED ROSE PEG PLACE SETTINGS,33,41.25,115.0,56.0,62.0,2010,6,9,8,61.2,32
2010-07,12 RED ROSE PEG PLACE SETTINGS,80,100.0,33.0,115.0,56.0,2010,7,10,10,61.2,32
2010-08,12 RED ROSE PEG PLACE SETTINGS,30,37.5,80.0,33.0,115.0,2010,8,6,6,61.2,32
2010-09,12 RED ROSE PEG PLACE SETTINGS,40,50.0,30.0,80.0,33.0,2010,9,10,10,61.2,32
2010-10,12 RED ROSE PEG PLACE SETTINGS,115,143.75,40.0,30.0,80.0,2010,10,19,18,61.2,32
2010-11,12 RED ROSE PEG PLACE SETTINGS,76,95.0,115.0,40.0,30.0,2010,11,9,9,61.2,32
2010-12,12 RED ROSE PEG PLACE SETTINGS,5,6.25,76.0,115.0,40.0,2010,12,3,3,61.2,32
2010-04,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,7.5,2.0,12.0,154.0,2010,4,1,1,136.125,33
2010-05,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,45.0,1.0,2.0,12.0,2010,5,1,1,136.125,33
2010-07,15CM CHRISTMAS GLASS BALL 20 LIGHTS,16,120.0,6.0,1.0,2.0,2010,7,4,4,136.125,33
2010-08,15CM CHRISTMAS GLASS BALL 20 LIGHTS,43,302.70000000000005,16.0,6.0,1.0,2010,8,6,6,136.125,33
2010-09,15CM CHRISTMAS GLASS BALL 20 LIGHTS,103,739.5,43.0,16.0,6.0,2010,9,21,18,136.125,33
2010-10,15CM CHRISTMAS GLASS BALL 20 LIGHTS,290,2080.9500000000003,103.0,43.0,16.0,2010,10,53,48,136.125,33
2010-11,15CM CHRISTMAS GLASS BALL 20 LIGHTS,575,4116.150000000001,290.0,103.0,43.0,2010,11,100,88,136.125,33
2010-12,15CM CHRISTMAS GLASS BALL 20 LIGHTS,55,405.9,575.0,290.0,103.0,2010,12,15,15,136.125,33
2010-03,2 PICTURE BOOK EGGS EASTER BUNNY,73,91.25,126.0,55.0,21.0,2010,3,13,10,42.5,34
2010-08,2 PICTURE BOOK EGGS EASTER BUNNY,12,15.0,73.0,126.0,55.0,2010,8,1,1,42.5,34
2010-03,2 PICTURE BOOK EGGS EASTER CHICKS,113,141.25,102.0,45.0,12.0,2010,3,14,11,62.5,35
2010-08,2 PICTURE BOOK EGGS EASTER CHICKS,12,15.0,113.0,102.0,45.0,2010,8,1,1,62.5,35
2010-03,2 PICTURE BOOK EGGS EASTER DUCKS,91,113.75,93.0,55.0,12.0,2010,3,11,11,57.5,36
2010-08,2 PICTURE BOOK EGGS EASTER DUCKS,24,30.0,91.0,93.0,55.0,2010,8,2,2,57.5,36
2010-06,20 DOLLY PEGS RETROSPOT,222,272.37,308.0,226.0,34.0,2010,6,22,22,298.85714285714283,37
2010-07,20 DOLLY PEGS RETROSPOT,592,677.3000000000001,222.0,308.0,226.0,2010,7,47,27,298.85714285714283,37
2010-08,20 DOLLY PEGS RETROSPOT,243,288.36,592.0,222.0,308.0,2010,8,21,21,298.85714285714283,37
2010-09,20 DOLLY PEGS RETROSPOT,290,341.98,243.0,592.0,222.0,2010,9,23,23,298.85714285714283,37
2010-10,20 DOLLY PEGS RETROSPOT,330,404.97,290.0,243.0,592.0,2010,10,39,38,298.85714285714283,37
2010-11,20 DOLLY PEGS RETROSPOT,254,312.37,330.0,290.0,243.0,2010,11,39,37,298.85714285714283,37
2010-12,20 DOLLY PEGS RETROSPOT,161,196.12,254.0,330.0,290.0,2010,12,11,10,298.85714285714283,37
2010-03,200 BENDY SKULL STRAWS,52,60.44,27.0,4.0,1.0,2010,3,6,6,36.2,38
2010-04,200 BENDY SKULL STRAWS,28,35.0,52.0,27.0,4.0,2010,4,3,3,36.2,38
2010-05,200 BENDY SKULL STRAWS,84,95.31,28.0,52.0,27.0,2010,5,11,9,36.2,38
2010-06,200 BENDY SKULL STRAWS,47,53.620000000000005,84.0,28.0,52.0,2010,6,6,5,36.2,38
2010-07,200 BENDY SKULL STRAWS,14,17.5,47.0,84.0,28.0,2010,7,3,3,36.2,38
2010-08,200 BENDY SKULL STRAWS,28,29.87,14.0,47.0,84.0,2010,8,2,2,36.2,38
2010-09,200 BENDY SKULL STRAWS,46,52.94,28.0,14.0,47.0,2010,9,7,5,36.2,38
2010-10,200 BENDY SKULL STRAWS,43,53.75,46.0,28.0,14.0,2010,10,6,6,36.2,38
2010-11,200 BENDY SKULL STRAWS,6,7.5,43.0,46.0,28.0,2010,11,3,3,36.2,38
2010-12,200 BENDY SKULL STRAWS,14,17.5,6.0,43.0,46.0,2010,12,3,3,36.2,38
2010-03,200 RED + WHITE BENDY STRAWS,106,127.94,118.0,44.0,46.0,2010,3,14,12,76.3,39
2010-04,200 RED + WHITE BENDY STRAWS,91,113.75,106.0,118.0,44.0,2010,4,20,20,76.3,39
2010-05,200 RED + WHITE BENDY STRAWS,116,139.87,91.0,106.0,118.0,2010,5,19,16,76.3,39
2010-06,200 RED + WHITE BENDY STRAWS,64,80.0,116.0,91.0,106.0,2010,6,16,16,76.3,39
2010-07,200 RED + WHITE BENDY STRAWS,30,37.5,64.0,116.0,91.0,2010,7,11,10,76.3,39
2010-08,200 RED + WHITE BENDY STRAWS,59,68.62,30.0,64.0,116.0,2010,8,8,7,76.3,39
2010-09,200 RED + WHITE BENDY STRAWS,88,110.0,59.0,30.0,64.0,2010,9,10,9,76.3,39
2010-10,200 RED + WHITE BENDY STRAWS,115,143.75,88.0,59.0,30.0,2010,10,18,18,76.3,39
2010-11,200 RED + WHITE BENDY STRAWS,39,48.75,115.0,88.0,59.0,2010,11,17,17,76.3,39
2010-12,200 RED + WHITE BENDY STRAWS,55,68.75,39.0,115.0,88.0,2010,12,9,8,76.3,39
2010-03,24 HANGING EASTER EGGS FLORAL TUB,158,592.5,135.0,115.0,12.0,2010,3,44,38,158.0,40
2010-10,3 BLACK CATS W HEARTS BLANK CARD,11,2.09,19.0,24.0,1.0,2010,10,2,2,11.0,41
2010-03,3 GARDENIA MORRIS BOXED CANDLES,28,115.48,4.0,1.0,97.0,2010,3,6,5,19.5,42
2010-04,3 GARDENIA MORRIS BOXED CANDLES,8,34.0,28.0,4.0,1.0,2010,4,2,2,19.5,42
2010-05,3 GARDENIA MORRIS BOXED CANDLES,30,116.94,8.0,28.0,4.0,2010,5,4,4,19.5,42
2010-06,3 GARDENIA MORRIS BOXED CANDLES,4,17.0,30.0,8.0,28.0,2010,6,4,4,19.5,42
2010-07,3 GARDENIA MORRIS BOXED CANDLES,2,8.5,4.0,30.0,8.0,2010,7,1,1,19.5,42
2010-08,3 GARDENIA MORRIS BOXED CANDLES,30,116.94,2.0,4.0,30.0,2010,8,3,3,19.5,42
2010-09,3 GARDENIA MORRIS BOXED CANDLES,15,63.75,30.0,2.0,4.0,2010,9,4,3,19.5,42
2010-10,3 GARDENIA MORRIS BOXED CANDLES,23,88.07000000000001,15.0,30.0,2.0,2010,10,2,2,19.5,42
2010-11,3 GARDENIA MORRIS BOXED CANDLES,46,184.94,23.0,15.0,30.0,2010,11,8,8,19.5,42
2010-12,3 GARDENIA MORRIS BOXED CANDLES,9,38.25,46.0,23.0,15.0,2010,12,3,3,19.5,42
2010-07,3 HEARTS HANGING DECORATION RUSTIC,152,448.40000000000003,19.0,83.0,1.0,2010,7,20,19,584.0,43
2010-08,3 HEARTS HANGING DECORATION RUSTIC,369,1056.15,152.0,19.0,83.0,2010,8,34,33,584.0,43
2010-09,3 HEARTS HANGING DECORATION RUSTIC,605,1763.15,369.0,152.0,19.0,2010,9,73,66,584.0,43
2010-10,3 HEARTS HANGING DECORATION RUSTIC,844,2468.2000000000003,605.0,369.0,152.0,2010,10,111,103,584.0,43
2010-11,3 HEARTS HANGING DECORATION RUSTIC,1280,3732.8,844.0,605.0,369.0,2010,11,144,107,584.0,43
2010-12,3 HEARTS HANGING DECORATION RUSTIC,254,738.5,1280.0,844.0,605.0,2010,12,34,34,584.0,43
2010-12,3 HOOK HANGER MAGIC GARDEN,48,93.6,242.0,133.0,96.0,2010,12,4,4,48.0,44
2010-03,3 HOOK PHOTO SHELF ANTIQUE WHITE,83,578.76,28.0,24.0,30.0,2010,3,24,24,79.8,45
2010-04,3 HOOK PHOTO SHELF ANTIQUE WHITE,140,918.78,83.0,28.0,24.0,2010,4,31,29,79.8,45
